"RW:avgAct_d"	"RW:avgAct_n"	"RW:avgWak_d"	"RW:avgWak_n"	"RW:slpBout_d"	"RW:slpBout_n"	"RW:slpLtcy_d"	"RW:slpLtcy_n"	"RW:slpLen_d"	"RW:slpLen_n"	"RW:slp_d"	"RW:slp_n"	"On:mean:STIM"	"On:mean:POST"	"On:mean:STIM1"	"On:mean:POST1"	"On:mean:STIM-POST"	"On:mean:STIM5"	"Off:mean:STIM"	"Off:mean:POST"	"Off:mean:STIM1"	"Off:mean:POST1"	"Off:mean:STIM-POST"	"Off:mean:STIM5"
"Emtricitabine"	-0.105591384073629	0.311565952273347	0.433454273391643	0.456254902015743	-0.0619174349235528	0.612178995956948	-0.66763495572695	0.349233665537207	0.46853176728937	-0.406650768435315	0.570368289469592	0.0444150339109983	0.999169746387734	0.725210251431388	0.788585379907665	0.772031709174225	0.879299545874707	0.236934865600176	0.47035100456916	0.369410037548826	0.536813876970465	0.294797948122098	0.476165388680885	0.499123729147894
"Ipratropium·Br"	0.213092096944786	-0.749670247359602	0.850850687079986	0.407254352978401	-0.597781009498098	-0.825208016291466	-0.629723529922402	-0.401412665900372	0.943064380582244	0.845408315560237	0.832798813191168	1.01126239375206	0.291458972611656	0.353429016845443	0.298421788301692	0.510110716580359	0.263547464638909	-0.539446764399758	0.299225447933014	0.269376994011131	0.64188695144304	0.323264180977957	0.27660129763201	-0.247744306186405
"Memantine·HCl"	0.000605565251253651	-0.310934786720321	0.493307219541827	0.819365852031871	-0.45056475133605	-0.394902819981904	-0.162968989243247	-0.199491703579221	0.804195271766015	0.361705351360155	0.878289651843162	0.925932344770246	0.604397001520339	1.0021476732519	0.42768069749088	0.883269014966526	0.519239857317054	0.349280886026302	0.0649117461173779	0.179638000608708	0.24466824598525	0.423635236934056	0.0313033850612368	-0.213565835650191
"Fluphenazine· 2HCl"	-1.33866843710517	-1.42372784693279	-0.094080095760809	-1.36978552737381	-1.30670526884129	-1.10628886244164	-0.915719207326496	-1.46527013388207	1.51391799046831	-0.417032762402893	1.18293718301997	1.54312194144794	1.14022818054418	0.989922524269309	0.980917544709627	0.915371209343028	1.10632274793465	0.679070686682591	0.81546237511965	0.725825101998733	0.867328902090844	0.842656930065548	0.778755440467342	0.35207061505907
"Metoclopramide·HCl"	0.68639970574314	0.0343928490094537	0.938336660429619	0.515038008885191	-0.301771510992057	-0.245217159049942	-0.26893687739906	0.0178976350149131	0.392056142068951	0.363153490304635	0.295962011163725	0.283415768570325	0.447643288021659	0.76273497257256	-0.0846660889419046	0.490889470267027	0.281915222928194	0.49595468636913	-0.216469633974717	0.102860050790342	-0.0635477713394811	-0.205841853124034	-0.290708943956103	-0.165814658880872
"Diphenhydramine·HCl"	-1.49113251611412	-1.54690227602201	-0.819533013636412	0.530595013020727	0.1831218774058	-1.11608015457054	-0.701486898100815	-1.43096068374614	1.13320312774538	0.77889521805671	1.5178194129879	1.45221903305071	0.319066758180132	0.18644415557867	0.203184370864094	0.540490464170506	0.302134198676623	0.0913803356784662	-0.487629868981054	-0.332524037185681	-0.315705721486678	0.115802533670146	-0.509473393475803	-0.130850388315038
"Carbachol (Carbamylcholine ) Chloride"	-0.759237797540089	1.38848606085743	-0.890280892463765	-0.127037763284915	0.63197217377263	0.995724031868303	0.364038197891113	0.727810667277255	-0.92610793003491	-0.990489702774462	-0.230297337351552	-1.18426149692165	1.48706983064822	0.95404437820513	0.677205660100959	0.966070170078904	1.37258649843085	0.725322869959373	0.86158865049429	0.748034661725196	0.96737705677393	0.92679001887518	0.82878143645245	0.508862117894173
"Olmesartan"	-0.116171093651853	-0.252752582767958	-0.187355716102142	-0.0443954208453103	0.0506796832448548	0.0188262523864752	-0.0310229533374385	-0.125640073189231	-0.0391327713041552	-0.12346896971059	-0.149595758054162	0.446856424374292	0.759346471931212	0.644306515730949	0.315581613839365	0.746305831716942	0.751319202674426	0.339235413190842	-0.173628000952183	-0.0617028393707933	-0.12191041050991	0.330689949667708	-0.199765657254079	-0.281907540124075
"Olopatadine"	0.46157258463929	-0.314071624225113	0.445719542689214	-0.135678723539619	-0.167440482424631	0.261823167046096	-0.0320363470506799	-0.016609594017016	0.136170097012257	-0.206457984309669	0.356598818338007	0.486977857049458	-0.482487832643569	-0.766820758864394	-0.399573097216356	-0.747880452485231	-0.297482132179161	-0.298233124042481	-0.255566730944594	0.313646508601631	-0.287006614692752	0.241465740266126	-0.410038216357657	-0.720619646830407
"Amiodarone·HCl"	-1.68763486088667	-1.71684783482082	-0.653061597167048	-1.57759542528794	-0.962576375121983	-1.6344961807457	-0.771812724329273	-1.44457087394905	1.37936019846873	1.39144846229424	1.62051549173766	1.60401321140377	0.840300642812327	0.210907586905706	0.556512909647373	0.09808647869324	0.886637937550766	0.904092161933583	-0.412396960865918	-0.085714349689898	-0.315200193684737	0.384961710131787	-0.474019132886596	-0.453745178180454
"Procainamide·HCl"	-0.850454454766302	-0.473529030339528	-0.614394590439427	-0.351475780323166	0.558916948519831	0.36196823032422	-0.388216757382072	-0.151596131137433	-0.0803649533969171	-0.244009012358431	0.55020143165275	0.534344597891462	-0.0534319557176471	-0.32747331221886	-0.311628286348345	-0.378836196769412	0.0115069896460233	0.29407433028793	0.426333010873129	0.632065238317526	0.483334590034755	0.732077929837475	0.294461329608648	0.329601599828681
"Betaxolol·HCl"	-0.652607256473412	-0.00418818511101206	-0.316724385138054	0.175969767210759	0.0848645344596889	0.244808266618986	0.194970605250369	-0.277146508966126	0.425995692200602	-0.285091625430207	0.852902242281929	0.406647991989764	-0.562278590936317	-0.702191802608257	-0.832322746243949	-0.704764095595451	-0.434119294183298	0.0549505369141653	0.228598679403936	0.211475490075079	0.308514922335121	0.377077732831467	0.220786806738056	-0.434892087176543
"Tropicamide"	0.213016719406162	-0.828114425931691	0.176368007342152	-0.302014210215577	0.58441630426523	-0.337978690320652	-0.649109777524934	-0.270094479132682	-0.121734195128543	0.315179659041615	0.526188277950168	0.875580757018281	-0.212520023613299	0.00444918955032339	-0.596231973354201	-0.664264349367814	-0.262772840951208	0.34163754441322	-0.534382276532653	-0.195294994732079	-0.438222024809107	-0.680642748469063	-0.56939713250144	-0.419064178551189
"Riluzole·HCl"	-1.74497876626332	-1.72514730730685	-0.714248983005194	-1.79947246438791	-1.77140759008583	-1.72269072747806	-0.786883568665741	-1.45267789172058	1.73847439852832	NA	1.78572945563481	1.62276702284968	-1.33723049136758	-1.38375558864047	-1.15059462754272	-1.4379568261539	-1.17609729542557	-0.758077579692725	-1.11893420471902	-1.0934937130543	-1.27068759100474	-0.832456682637311	-1.10478342475748	-0.852652670016874
"Risperidone"	-1.06040420994021	-1.53299355430402	-0.0095223913902249	-0.487585876585079	0.910412970152121	-0.987958567853403	-0.786883568665741	-1.24463300574495	0.405883449791665	0.920959316850555	1.39506766754646	1.47123572851155	0.706448142297453	0.469101701587858	-0.0463763287878907	0.154765895912139	0.640720337688172	0.530192849585097	0.401268440678158	0.869455792886	0.365699900883698	0.716073581758819	0.144975836562846	0.0713465544404149
"Nalbuphine·HCl"	-0.55983867693312	-0.635843377738407	-0.902309679791474	0.509367254110253	0.603820819107991	-0.19524906783949	-0.311930483898665	-0.495223774808574	-0.549305461941152	0.80423827105195	-0.372409750988839	0.879201824443614	0.386807775121277	0.210132307432278	0.116472737623841	0.197547865518528	0.397567696532485	0.63983631593101	-0.00727322698123284	0.196059889128563	-0.235346505454509	0.198661155534643	-0.0685987861426547	-0.349687635230537
"Tolcapone"	-0.817410173526494	-0.824423188128928	-0.983066337208255	-0.159790590870203	0.70144870320377	0.583427008603615	-0.508762777591805	-0.53975842547966	-0.316679782278947	0.364655239504461	0.215605320701072	0.773233944567726	0.0277901779562378	-0.160177722543893	0.450283558647924	-0.0529661008993644	0.056700247422165	0.304651930031346	0.182232127974714	0.121283578214447	0.103798121178374	0.143488018682176	0.186543312477461	-0.547854851341297
"Nicardipine·HCl"	-0.691715572990364	-0.663897242856911	-0.799707068277125	0.0791054108249227	-0.148552765084078	0.393288817624901	-0.0712287119900727	-0.540658594198937	-0.165079545311714	0.457479057561622	0.0943105232247791	0.692199362011174	0.248035401973165	-0.0982356737380813	0.523721737200312	-0.177248125595698	0.285410016322585	0.62458176136753	-0.294442931829152	-0.377839080994659	-0.198507539592464	-0.250126153217394	-0.221153865299427	-0.507074838460397
"Lidocaine·HCl·H2O"	-0.968077179352912	-0.817362991831809	-1.11130044756699	-0.489523151374902	0.965371001308391	0.0238555010684088	-0.711148334638393	-1.00911441596526	-0.477014385695932	0.524427177553036	0.0280745495911837	0.591427408223649	0.429800315663222	0.0109634673005552	0.560395179935468	-0.617491849250875	0.496297176952678	0.350491318590988	0.111943495106943	0.255541691193753	-0.317726463171704	0.00337602673017	0.0475977893506226	-0.0106961912853862
"Caffeine"	-0.498925131174476	-0.157296633620985	-0.797512829439675	0.431061928970261	-0.0850102284084452	0.362143862133964	0.0544963262125354	-0.480145429544548	-0.337653789757154	0.0566253290934684	-0.215146633207757	0.250260705802677	-0.0602647792340929	0.131099469663026	-0.265525510138964	-0.420781423677187	-0.0954900106898483	0.243131776687635	-0.223826311774253	-0.387338072262029	0.0624748977827632	-0.134485627783071	-0.147392787513703	-0.308398018414847
"Pancuronium·2Br"	-0.780830179250206	-1.11920414824981	-0.729798453564381	0.454546136299202	0.991723584376438	0.0193826937570439	-0.534655541393121	-0.780893729370723	-0.389009998633431	1.0069324679749	0.54233328568891	1.48779832883131	-1.01526405772078	-0.530501255438485	-0.457429052090481	-0.726421216972217	-1.00084143087468	-0.605565177064756	-0.115829777995038	0.0886387744513947	-0.0164952500335938	0.13113935643632	-0.186321248586499	-0.00583687653984986
"Propofol"	-1.15390771276406	0.251753312567307	-1.09535201465304	-0.12358420688918	0.487879778716043	-0.0484594656024969	-0.960883703181309	-0.510474032063741	0.359984652707726	-0.343959061964395	0.684573509653685	-0.131490979599213	-1.21032404411531	-1.39979610763843	-1.09476548072662	-1.4568516481082	-1.11517067779671	-0.47906986441164	-1.1364545279694	-0.804376354149007	-1.35958995601058	-0.833960205466008	-1.11807094004429	-0.836279614616497
"Nisoldipine"	-1.67645397803643	-1.88388734933243	-1.48780779608365	-1.85716449941293	-1.65077489960335	-1.90283187458153	-0.650282793139331	-1.81296986955705	1.74320565084002	NA	1.85412863131689	1.88338591561659	0.299626324723303	0.405734369721798	-0.213241092829235	0.00179050485678374	0.160291319618459	0.255144438058295	-0.517601367937563	0.349216269430955	-0.849233764095764	0.567893751484945	-0.752242697332903	-0.738883542254322
"Candesartan"	-0.93914905602466	-1.16347786137718	-0.397370057587722	-0.601818311548359	0.0501891782885511	-0.14603896891349	-0.382254786053997	-0.543447724964777	1.2308785844115	0.615522153547781	1.30930361648702	1.10762895187287	-0.614819239432093	-0.530517330573528	-0.746998793321964	-0.183893075680833	-0.527602835767101	-0.260507919272929	-0.325855501522982	-0.0183137758537588	0.262483660784209	0.33671449284325	-0.403972355624988	-0.632979610453143
"Flumazenil"	-1.25075318323037	-1.64770498153444	-1.17387585538739	-1.58554323410321	0.139618856916585	-0.647287752411459	-0.404612341920172	-0.886731373173287	1.09003302366027	1.15596908927714	1.27320488617488	1.53723300071656	-0.358748604223624	-0.80251289390632	-0.502144552909271	-0.594940481110828	-0.217661502605116	-0.299051307293108	-0.65960694991518	-0.795319900510695	0.0180072932963033	-0.279144800681445	-0.625200689559559	-0.924872854701112
"Erlotinib"	-0.830693147028417	-1.38146686757594	-0.865093178864147	-0.295866943130568	1.00191744355683	-0.313886854526719	0.0505918675050174	-0.608568055723896	0.0930276458339437	0.728086767996276	0.8672573898963	1.40558112592914	0.523084941191829	-0.114940987535274	0.181064322498525	0.00975253408882198	0.567550585993549	0.122407815048231	-0.0381136525877247	0.148528203182872	-0.119040161911292	0.65650358854644	-0.0842072624926437	-0.266044147859729
"Felodipine"	-1.67680985967528	-1.88391257983329	-1.46602363115746	-1.93765421997302	-1.66935823609082	-1.90283187458153	-0.673592053294912	-1.81296986955705	1.85010856665016	NA	1.85543535956804	1.88342692143714	-0.403136007614235	-0.260537028686468	-0.606089447237168	-0.608749578884043	-0.416954111499368	-0.320979103670502	-0.864262367355494	0.534390007332486	-0.493966590408914	0.561045827761026	-1.08516967631624	-0.918968917849821
"Cromolyn·Na (Disodium Cromoglycate)"	-1.07831786279466	-1.34463344899498	-0.857553518886965	-1.28246018972958	0.784301519507012	0.422438972956257	0.372623996684913	-0.610531817057765	0.72025769499335	0.546802336325305	1.19919714641468	1.11057380062348	-0.396692917917975	-0.687778045401328	-0.476746804132026	-0.504560195838472	-0.288147911068483	0.0298019371507942	-0.862372665932438	-0.279371754784029	-0.809449376665985	0.176857673582928	-0.971471515811193	-0.686777406551821
"Auranofin"	-1.677196238727	-1.88391257983329	-1.42890391467141	-1.93765421997302	-1.67000167900956	-1.90283187458153	-0.673592053294912	-1.81296986955705	1.88103460768632	NA	1.85561987898027	1.88342692143714	-0.0516972312630408	0.931648516462803	-0.439912066281011	0.466475034149666	-0.309985564216044	0.189835640819206	-0.576506092759314	0.000818142511538311	-0.537037781903476	0.243872715708628	-0.70979073465659	-0.712003144042283
"Simvastatin"	-0.725280572546428	-0.992913709191324	-0.606053936169842	-0.365876024009676	0.283784317889869	-0.210231400868772	-0.460956772707242	-0.370244599194402	0.00695364889271223	0.527284846407467	0.40368619744964	1.07733680109961	0.151636228096687	0.309025183408182	-0.297900965937699	0.329304592386436	0.108979862872708	-0.0477608028672062	-0.280194666434163	-0.533690426709306	-0.0742299343559158	-0.385878030437592	-0.204352172469572	-0.263432590368239
"Olanzapine"	-0.30284126700248	-1.08150862957989	-0.153430660421658	0.329430810053405	1.48417560084612	0.151447068564622	-0.046199271423148	-0.478154647481774	-0.685128707524025	0.39442494129876	0.397644343752715	1.10855035879785	0.0225758076903485	0.428930404337071	-0.334252494887482	0.0668135754607225	-0.266501359388442	-0.0753785449124866	-0.588865572166952	0.288842494095312	-0.640517945507533	0.278649102432037	-0.865806517014034	0.0679555169910837
"Butenafine·HCl"	-1.71175095409893	-1.54939011043568	-1.06766497232638	-1.128911010261	-1.35559187175459	-1.52325720086924	-0.867773892145907	-1.57659425046333	0.982575169628217	0.812909344731327	1.69363564140466	1.57896691579423	-0.657941226256033	0.39543068845027	-0.284048735487345	-0.31373326673775	-0.888781551763642	-0.574850805821635	-1.04075274173281	-0.649393387352383	-0.915858708922003	-0.294780468991587	-1.11105137509515	-0.408325110088762
"Gefitinib"	-1.44441966222044	-0.959617953878449	-0.99557077281008	0.225297678714782	0.172204425424466	-0.637737899928205	-0.657395130617987	-0.482880120934435	0.611443760999818	0.959770297913105	1.15684580663696	1.13825686465889	0.489878522428124	0.938557757568462	0.00241957782222678	0.890649956692489	0.150417434606156	0.288189799851804	-0.547712153043511	-0.18499893459559	-0.304355186632896	-0.0368410290375456	-0.58395818004931	-0.363467908790398
"Tacrine·HCl"	-0.476178451081715	0.580272097976109	-0.902108459741501	0.291683083451122	0.82249475511251	1.53436437890078	0.401574464866235	-0.412998856772863	-1.0204038208827	-0.942795112104505	-0.823483271691463	-0.480008678961634	0.194334869105671	0.404620008714156	-0.416274681479725	0.125512289513901	0.119294473184968	-0.208862414728594	0.0161663560990204	0.342543024365789	0.129692195854402	0.411106872710061	-0.0907011344564635	0.500806293970989
"Phenoxybenzamine·HCl"	-1.42115065459199	-1.41295513198842	-1.32268677508513	-1.69189521269886	1.3659654105671	-0.354397139165036	-0.468883591578491	-0.999195818124855	-0.651432703954793	0.77462024695868	0.687387662152261	1.25868069907006	0.00613762396836204	-0.701498459740642	0.128016498454007	-0.610740782271059	0.148114338239121	-0.355419086581312	-1.26749494313461	-0.818556137840096	-1.07462700799697	-0.364552702359733	-1.32352825364232	-0.505755919442226
"Capsaicin"	-1.45659251859884	-1.145538136478	-0.715815323042978	0.448769594437668	-0.91647932306861	-0.817927159980093	-0.424981145886466	-0.836674996698359	1.14606429999132	0.931650463948004	1.45124590615499	1.23885590021692	-0.948772557557765	-0.869176271237193	-0.574493584947131	-0.769643765049559	-0.921454459031848	-0.798667118436948	-1.42072702335795	-1.09120239267457	-1.39739007681416	-1.01058203049605	-1.44231417916649	-0.649618738449253
"Captopril"	0.132247729708678	0.890341450677647	0.0551787853143652	0.383571495064003	0.153827348776613	0.835849230698179	0.143427575656919	0.518329257832096	-0.252612558812602	-0.938220628170474	-0.0561353333088574	-0.745483431572081	-0.133419903275317	0.518074554533982	0.329801390592936	1.0710342855884	-0.206889500346658	-0.478484297855787	-0.00068159235298173	0.254709697891091	0.0889449843897843	0.152691681400485	-0.061283427327124	0.478607433224528
"Goserelin Acetate"	-1.03140273235938	-0.858534471519594	-0.392232372076931	-0.641517887480339	0.392037641245769	0.270662022303117	-0.606832346697173	0.79783234243776	0.464877881544479	0.364910444326133	0.820262358757272	0.696663954761182	-0.50275378659807	-0.34758100572016	-0.747360044249623	-0.248151104490434	-0.484625825644731	-0.598476210862758	-1.20965846335844	-0.866868870377271	-0.896026764005318	-0.646759346415373	-1.20591087233938	-0.73657046905161
"Lovastatin"	-0.878745842153893	0.19240188311817	-0.245793955270681	0.463648964990767	0.366605920473797	0.176075043020435	-0.244118607061845	0.438311465451842	0.560751932767474	0.138296807724719	1.03147588657651	0.130809000294168	-0.300566936493771	0.867519993649021	-0.0323734855852922	1.08016831774029	-0.45911200293043	-0.496984031079235	-0.383552846461578	0.0281513857614672	-0.556772512846633	-0.342971072363049	-0.488353200289603	0.301648960233312
"Dorzolamide·HCl"	-1.49347589566588	0.0983268458440058	-0.85259218151105	1.17606594303636	0.923689397516928	0.0483676905684258	-0.70099123191096	-1.46497885095363	0.698972788443623	0.598487916940446	1.53753818308715	1.04008583169314	-0.714087621278286	0.0701529253644822	-0.757136083859787	0.432577862352605	-0.739058702595981	-0.614242687591188	-1.04175513243779	-0.0724787871628964	-0.830651392461228	-0.590164356827556	-1.15943705663884	-0.304429093117791
"Imatinib Mesylate"	-1.20776495439978	-1.26717572943779	-0.977255376200464	-0.819548293519591	0.892284056857852	-0.755752467910427	-0.474145553207283	-0.592574921987033	0.282530646750447	1.0866552131148	0.825527750254205	1.26361828252777	-0.196571252195105	0.485962117614772	0.113936989462291	0.633748516464249	-0.265707957160827	0.0194968610461316	-0.901225042485179	-0.021638927537124	-0.496376655879748	-0.0122775304552496	-1.01578501031935	-0.176948098835417
"Galantamine·HBr"	-0.202802797303522	1.02797144440503	-0.616162039479941	0.161208802099365	0.400271059066861	1.22335049359543	0.0951514473338548	0.125889153373967	-0.609580508725361	-1.18219198460838	-0.286626939492455	-1.02666921250518	-0.180276305595574	0.27296811470205	0.0780588877973398	0.344028768376406	-0.217852096323613	-0.231346286071556	-0.597611889180706	-0.805952490369894	0.0823300924019966	-0.546353826654716	-0.50001923747111	0.0981772637425948
"Trifluoperazine· HCl"	-1.74952849822653	-1.77652773105459	-0.601578868027057	-1.88557694344195	-1.79683573786795	-1.87628835855785	-0.70099123191096	-1.7306579237026	1.95770001699411	NA	1.79753233330171	1.77902832438282	-0.241452691396515	-0.138616815415529	-0.784946226109928	-0.332393949127814	-0.249630886901442	-0.0093424777305731	-1.02071371992033	-0.420458548668425	-0.881025230746857	-0.145297765025494	-1.03878430468251	-0.388827715673748
"Dexamethasone"	-0.379162516474212	0.115695796471035	-0.412117087970884	0.707120366020245	0.393647189143058	0.104416717332432	-0.142646774967227	0.551404967071211	-0.235251579624215	0.199280517676348	-0.0674774433901269	0.230086169621362	0.232689511524624	-0.0911148381827564	0.70602384743243	-0.213601725198989	0.325747553151405	0.516787540752524	0.357545966976085	0.0395100050908886	0.279635204981603	-0.0246360486044261	0.377775399551802	0.463071531806846
"Tranylcypromine Hemisulfate"	-1.34634758575275	-1.64158442965289	-1.34688767376594	-1.35396651844522	-0.441182303502208	-1.83590952843619	-0.897990173282476	-0.97123920434527	0.859979339626532	1.29832791861728	1.40803641769847	1.67232588853358	1.43673641814745	-0.201641490853547	1.84968587093242	0.674495975365862	1.57169279709395	0.314781451663925	1.3120160899517	-0.365186949364721	1.51348755952365	0.0897400538687252	1.35431452269927	0.892304205396093
